COL0,RA,DEC,Z,TILE_7DT,OBSDATE,m400_AUTOMAG,m400_AUTOERR,m400_APER5MAG,m400_APER5ERR,m425_AUTOMAG,m425_AUTOERR,m425_APER5MAG,m425_APER5ERR,m450_AUTOMAG,m450_AUTOERR,m450_APER5MAG,m450_APER5ERR,m475_AUTOMAG,m475_AUTOERR,m475_APER5MAG,m475_APER5ERR,m500_AUTOMAG,m500_AUTOERR,m500_APER5MAG,m500_APER5ERR,m525_AUTOMAG,m525_AUTOERR,m525_APER5MAG,m525_APER5ERR,m550_AUTOMAG,m550_AUTOERR,m550_APER5MAG,m550_APER5ERR,m575_AUTOMAG,m575_AUTOERR,m575_APER5MAG,m575_APER5ERR,m600_AUTOMAG,m600_AUTOERR,m600_APER5MAG,m600_APER5ERR,m625_AUTOMAG,m625_AUTOERR,m625_APER5MAG,m625_APER5ERR,m650_AUTOMAG,m650_AUTOERR,m650_APER5MAG,m650_APER5ERR,m675_AUTOMAG,m675_AUTOERR,m675_APER5MAG,m675_APER5ERR,m700_AUTOMAG,m700_AUTOERR,m700_APER5MAG,m700_APER5ERR,m725_AUTOMAG,m725_AUTOERR,m725_APER5MAG,m725_APER5ERR,m750_AUTOMAG,m750_AUTOERR,m750_APER5MAG,m750_APER5ERR,m775_AUTOMAG,m775_AUTOERR,m775_APER5MAG,m775_APER5ERR,m800_AUTOMAG,m800_AUTOERR,m800_APER5MAG,m800_APER5ERR,m825_AUTOMAG,m825_AUTOERR,m825_APER5MAG,m825_APER5ERR,m850_AUTOMAG,m850_AUTOERR,m850_APER5MAG,m850_APER5ERR,m875_AUTOMAG,m875_AUTOERR,m875_APER5MAG,m875_APER5ERR,g_AUTOMAG,g_AUTOERR,g_APER5MAG,g_APER5ERR,r_AUTOMAG,r_AUTOERR,r_APER5MAG,r_APER5ERR,i_AUTOMAG,i_AUTOERR,i_APER5MAG,i_APER5ERR
22,48.2995559,-76.9084445,1.2740000486373901,T00479,20240921,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,18.157788870361838,0.0922707716319201,17.94892831613188,0.32575035689124654,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
26,53.5080455,-61.5381165,0.17599999904632568,T02243,20241204,999.0,999.0,999.0,999.0,15.927703632735152,0.017793129759928826,15.92599278929185,0.01602163511848823,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,16.018936288598855,0.012767867722464818,16.0127335894399,0.013193384323446975,15.919113566469015,0.018982092314318185,15.921980763068555,0.012180887409386863,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,15.855620682295672,0.02042105382223844,15.898261579145062,0.014646519588746416,15.86603584717399,0.021241950968094746,15.883120070338492,0.017950091396471884,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,15.806279387720947,0.03037769205518101,15.827936008224569,0.028360591781672623,14.746654337883754,0.02287483702437242,14.770173891921456,0.019297094460860118,99.0,99.0,99.0,99.0,15.890422328552052,0.06033546184603814,15.882129438205821,0.06261755345839624,15.919041764379662,0.07190796775884745,15.922858493514152,0.08838859984394584,999.0,999.0,999.0,999.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,999.0,999.0,999.0,999.0
30,58.9495118,-66.7593928,0.7749999761581421,T01518,20240927,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,18.416953518591654,0.06120382899076661,18.32995823889517,0.06774635879657227,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
34,61.7621713,-71.1612385,2.619999885559082,T01018,20241121,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,18.275739599683295,0.0776214303069137,18.23375796550127,0.09511444695250551,99.0,99.0,99.0,99.0,18.60268724514143,0.07226016144687399,18.42696443000206,0.1014270305806754,18.827837338439714,0.09696101913398224,18.720630559922682,0.1462405672201325,99.0,99.0,99.0,99.0,18.54838380087087,0.0872723157856885,18.420396121597598,0.12660643542289468,18.656590534726533,0.08357296132286796,18.532081389586217,0.12181437837518559,18.556235552964342,0.08968572234993812,18.413502505090896,0.1333440171306692,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,18.62464881699182,0.038633234434825504,18.604421122447665,0.04239493957113105,18.52060529504556,0.04491327526885779,18.4539124861981,0.05402794530045899,999.0,999.0,999.0,999.0
37,62.2544654,-71.2212061,2.631999969482422,T01018,20241121,18.737557613807994,0.10321038257925716,18.491188279440667,0.13754227361540738,18.20417913030897,0.07752084592405342,18.14239261043175,0.09616758560896854,17.545639599683295,0.04418287499576121,17.51705796550127,0.05081779234757237,18.154745190961833,0.06937950551151298,18.025238188139614,0.07998417476482271,18.031387245141428,0.04876239260258149,17.97076443000206,0.06709934822644152,18.036937338439714,0.05231366199665695,17.953930559922682,0.07308771101126438,17.77948459444965,0.06550693179215562,17.698704851107895,0.0758436495425346,17.67198380087087,0.06045847420004025,17.644996121597597,0.06282690100977131,17.85299053472653,0.04953019144192343,17.75338138958622,0.060143767581794245,17.800135552964342,0.061970386423114955,17.815202505090898,0.07761177039949672,17.9596475955138,0.0765130787408728,17.82260215185768,0.0956635628929855,17.728502848591127,0.07474727980272124,17.607310274270628,0.08261851831504023,17.7197333509955,0.07745291816058368,17.539852666577737,0.09516843355586464,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,18.038648816991817,0.024025336686427246,17.996621122447664,0.02516368218762615,17.70280529504556,0.026641552045182978,17.685812486198103,0.02705806484930858,999.0,999.0,999.0,999.0
38,62.2587876,-71.1314888,1.2630000114440918,T01018,20241121,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,19.397887245141426,0.11316696042718606,19.15916443000206,0.19826909121800418,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,18.96689053472653,0.10754887198047958,18.99348138958622,0.1857714530785957,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,19.077748816991818,0.05699418218464221,19.035321122447666,0.0623378769388231,18.78930529504556,0.056271860599914354,18.762212486198102,0.07167167413552851,999.0,999.0,999.0,999.0
48,63.8339005,-63.1373759,0.6140000224113464,T02116,20241215,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,17.961101915305132,0.10390579448737233,17.843191243035726,0.15454861532973005,18.05918787345336,0.09686734557772654,17.9933533868041,0.18084608077712416,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,17.87998665745517,0.08583122869960648,18.11964460873112,0.1739880600036841,99.0,99.0,99.0,99.0,17.84755128709972,0.09779766235241501,17.894702613944894,0.19468459094356055,99.0,99.0,99.0,99.0,17.715479666983676,0.10681918422460418,17.788961381718153,0.20476170443767516,99.0,99.0,99.0,99.0,17.428222195851152,0.10178443452749848,17.054645099919668,0.1412802337497232,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,17.995185788150106,0.05241107087880665,18.005825345957952,0.06890196789854719,17.81689548091502,0.05359804294145965,17.790904599178134,0.06032835390560313,999.0,999.0,999.0,999.0
51,69.8489483,-65.6063367,3.3989999294281006,T01749,20241030,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,19.22642877374246,0.09769668684812689,18.985433302543743,0.11582960139091493,99.0,99.0,99.0,99.0,18.876067225413557,0.07140583690390717,18.775680245460595,0.08897684548000917,18.658264858518564,0.06832369799093176,18.537306477909823,0.08164963721050003,17.784623611767266,0.062128900301185556,17.73542914187776,0.06770923209108849,18.165312163820584,0.06413668543843622,18.078409107203683,0.06734597535756238,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,18.39496205704451,0.08444104146939581,18.170189303855672,0.12160147867599506,18.00321061593541,0.07331940378226762,17.9793033149528,0.08766375589229332,18.163887475256708,0.08884738259420304,18.05432557614634,0.12133717372980202,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,999.0,999.0,999.0,999.0,99.0,99.0,99.0,99.0,18.75445932271797,0.030158487388994282,18.72079226394317,0.029681862239338153,18.02137642575007,0.03540104762736981,18.001095922547925,0.034519693703877724,999.0,999.0,999.0,999.0
53,72.4240912,-66.8666609,1.5880000591278076,T01522,20241123,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,19.05086379289706,0.09031340631369333,18.756719552669917,0.09848441195309274,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,19.595579818331892,0.13174291282225767,19.120230051469857,0.17452585165561568,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,19.329051652307385,0.06980369827624983,19.33424968167508,0.06340081189973623,19.197832490919886,0.07824028043525638,19.060392655135505,0.08725066141514827,999.0,999.0,999.0,999.0
56,75.710964,-62.4612752,0.38199999928474426,T02120,20241214,16.081800730955283,0.03276363528981759,16.115060235689846,0.041560928311610366,16.141536223114713,0.031619892141014516,16.144789947940605,0.03855655121248287,16.12175157545305,0.02937649111866093,16.14214405747851,0.0352515287240884,16.079182448752594,0.029907614982434435,16.072438613389096,0.03284905818562327,16.158546351575183,0.02505559700031888,16.180019028977775,0.03052969048835175,16.09174880004071,0.029200810538741472,16.113146462386332,0.02946738718512733,16.26388348664373,0.03858918537198511,16.271764502347068,0.03695498178586551,16.302849015639904,0.03995944437369871,16.33041647803521,0.03768360824203061,16.199592582750373,0.028277927932429066,16.191602775917907,0.028987944809788706,16.20143029210088,0.03233841154058683,16.142718095432905,0.03135620428568633,16.167705108495507,0.028648066700898787,16.166098830020225,0.0367302647121927,15.935478508881605,0.02565360997415534,15.910479792835236,0.03168376688029528,16.15225743034877,0.026705244852913892,16.16356938831397,0.042044912322497074,16.244557597444146,0.039066912143293143,16.173615126261623,0.04951363927504195,16.25936276001574,0.04432630082491841,16.235581805967158,0.06064563483912995,16.346896172024344,0.06074907510591004,16.29326024569436,0.08328401185659835,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,16.052214248577457,0.08422199144448897,15.952559220079577,0.10786872897146327,16.29553784602786,0.09185850688995631,16.20828244386295,0.15258591448297623,16.15739708219521,0.018669720971086812,16.151745924211465,0.012854691838794636,16.155605038301225,0.01816055726526241,16.150756830876354,0.012306744871088496,999.0,999.0,999.0,999.0
60,78.2350772,-62.6940178,0.8999999761581421,T02121,20241224,16.939410184838454,0.023133268382855954,16.917823358682476,0.025691164198965527,17.026587231207152,0.024835383322437534,17.030711037507892,0.027740124463632502,16.83839256011359,0.02231639339776394,16.8371068364061,0.021775177623862947,16.77611068486908,0.021008791557196344,16.765839758239274,0.022186670340902256,16.817131235380984,0.024684499335259596,16.816943703625753,0.026431934932961074,16.674166787473286,0.022956475677128992,16.6818022687046,0.022090596696968473,16.708581088154833,0.025837853404904094,16.700774133087137,0.025634396797881074,16.787912828733525,0.02489425732246956,16.77726453864254,0.02277821595382552,16.722875324646175,0.026929019234465446,16.717951512752016,0.021704615503745344,16.738101653447234,0.02585178838009377,16.711635271321526,0.025583730173605893,16.895382553753322,0.03130885734924608,16.876337418901876,0.033053517681979554,16.734170805273703,0.028538346156364983,16.723240821794853,0.029013524071252832,16.821013281952162,0.03271011430902245,16.769788760778997,0.03789869433687192,16.684284242332126,0.038261565719351624,16.666706517146476,0.04617437011024278,16.850208938704803,0.054929265958267325,16.761188710597967,0.055733231323887716,17.045117504385274,0.0787545864964203,16.88904149570071,0.09513670754147725,16.784239991077545,0.0588652771551106,16.747031797763768,0.08678488727975141,16.55910277234393,0.05822916605989534,16.485036651442893,0.08654721338394067,16.54072900418251,0.08602959290599735,16.3000802360394,0.11088681259467643,16.371650189686346,0.08966145770278756,16.163967148658998,0.11428368804237483,999.0,999.0,999.0,999.0,16.754366590362412,0.01576034421785455,16.748919603949254,0.009061063242046457,999.0,999.0,999.0,999.0
