date,anc_time,typhoon
2024/10/31,00:00:00,康芮
2024/10/3,00:00:00,山陀兒
2024/10/2,00:00:00,山陀兒
2024/7/25,00:00:00,凱米
2024/7/24,00:00:00,凱米
2023/8/3,00:00:00,卡努
2021/9/12,00:00:00,璨樹
2019/9/30,00:00:00,米塔
2019/8/9,00:00:00,利奇馬
2017/7/30,00:00:00,尼莎
